Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Gilderoy Lockhart;You see, Harry was helping me answer my fan mail.;['you', 'see', 'harry', 'was', 'helping', 'me', 'answer', 'my', 'fan', 'mail'];['you', 'see', 'harry', 'wa', 'helping', 'me', 'answer', 'my', 'fan', 'mail'];['harry', 'helping', 'answer', 'fan', 'mail']
Hermione;That's why Ron and I went looking for him, professor.;['that', 'why', 'ron', 'and', 'i', 'went', 'looking', 'for', 'him', 'professor'];['that', 'why', 'ron', 'and', 'i', 'went', 'looking', 'for', 'him', 'professor'];['ron', 'went', 'looking', 'professor']
Hermione;We'd just found him when he said...;['we', 'just', 'found', 'him', 'when', 'he', 'said'];['we', 'just', 'found', 'him', 'when', 'he', 'said'];['found', 'said']
Snape;Yes, Miss Granger?;['yes', 'miss', 'granger'];['yes', 'miss', 'granger'];['miss', 'granger']
Harry;When I said I wasn't hungry.;['when', 'i', 'said', 'i', 'was', 'hungry'];['when', 'i', 'said', 'i', 'wa', 'hungry'];['said', 'hungry']
Harry;We were heading back to the common room when we found Mrs. Norris.;['we', 'were', 'heading', 'back', 'to', 'the', 'common', 'room', 'when', 'we', 'found', 'norris'];['we', 'were', 'heading', 'back', 'to', 'the', 'common', 'room', 'when', 'we', 'found', 'norris'];['heading', 'back', 'common', 'room', 'found', 'norris']
Dumbledore;Innocent until proven guilty, Severus.;['innocent', 'until', 'proven', 'guilty', 'severus'];['innocent', 'until', 'proven', 'guilty', 'severus'];['innocent', 'proven', 'guilty', 'severus']
Filch;My cat has been Petrified.;['my', 'cat', 'has', 'been', 'petrified'];['my', 'cat', 'ha', 'been', 'petrified'];['cat', 'petrified']
Filch;I want to see some punishment!;['i', 'want', 'to', 'see', 'some', 'punishment'];['i', 'want', 'to', 'see', 'some', 'punishment'];['want', 'punishment']
Dumbledore;We will be able to cure her, Argus.;['we', 'will', 'be', 'able', 'to', 'cure', 'her', 'argus'];['we', 'will', 'be', 'able', 'to', 'cure', 'her', 'argus'];['able', 'cure', 'argus']
Dumbledore;As I understand it, Madam Sprout has a very healthy growth of Mandrake.;['as', 'i', 'understand', 'it', 'madam', 'sprout', 'has', 'a', 'very', 'healthy', 'growth', 'of', 'mandrake'];['a', 'i', 'understand', 'it', 'madam', 'sprout', 'ha', 'a', 'very', 'healthy', 'growth', 'of', 'mandrake'];['understand', 'madam', 'sprout', 'healthy', 'growth', 'mandrake']
Dumbledore;When matured, a potion will be made which will revive Mrs. Norris.;['when', 'matured', 'a', 'potion', 'will', 'be', 'made', 'which', 'will', 'revive', 'norris'];['when', 'matured', 'a', 'potion', 'will', 'be', 'made', 'which', 'will', 'revive', 'norris'];['matured', 'potion', 'made', 'revive', 'norris']
Dumbledore;And in the meantime I strongly recommend caution to all.;['and', 'in', 'the', 'meantime', 'i', 'strongly', 'recommend', 'caution', 'to', 'all'];['and', 'in', 'the', 'meantime', 'i', 'strongly', 'recommend', 'caution', 'to', 'all'];['meantime', 'strongly', 'recommend', 'caution']
Hermione;It's a bit strange, isn't it?;['it', 'a', 'bit', 'strange', 'is', 'it'];['it', 'a', 'bit', 'strange', 'is', 'it'];['bit', 'strange']
Harry;Strange?;['strange'];['strange'];['strange']
Hermione;You hear this voice, a voice only you can hear...;['you', 'hear', 'this', 'voice', 'a', 'voice', 'only', 'you', 'can', 'hear'];['you', 'hear', 'this', 'voice', 'a', 'voice', 'only', 'you', 'can', 'hear'];['hear', 'voice', 'voice', 'hear']
Hermione;and then Mrs. Norris turns up Petrified. It's just strange.;['and', 'then', 'norris', 'turns', 'up', 'petrified', 'it', 'just', 'strange'];['and', 'then', 'norris', 'turn', 'up', 'petrified', 'it', 'just', 'strange'];['norris', 'turn', 'petrified', 'strange']
Harry;Do you think I should have told them?;['do', 'you', 'think', 'i', 'should', 'have', 'told', 'them'];['do', 'you', 'think', 'i', 'should', 'have', 'told', 'them'];['think', 'told']
Harry;Dumbledore and the others, I mean?;['dumbledore', 'and', 'the', 'others', 'i', 'mean'];['dumbledore', 'and', 'the', 'others', 'i', 'mean'];['dumbledore', 'others', 'mean']
Ron;Are you mad?;['are', 'you', 'mad'];['are', 'you', 'mad'];['mad']
Hermione;No, Harry. Even in the wizarding world, hearing voices isn't a good sign.;['no', 'harry', 'even', 'in', 'the', 'wizarding', 'world', 'hearing', 'voices', 'is', 'a', 'good', 'sign'];['no', 'harry', 'even', 'in', 'the', 'wizarding', 'world', 'hearing', 'voice', 'is', 'a', 'good', 'sign'];['harry', 'even', 'wizarding', 'world', 'hearing', 'voice', 'good', 'sign']
Picture;She's right, you know.;['she', 'right', 'you', 'know'];['she', 'right', 'you', 'know'];['right']
Mcgonagall;Could I have your attention,please?;['could', 'i', 'have', 'your', 'attention', 'please'];['could', 'i', 'have', 'your', 'attention', 'please'];['could', 'attention', 'please']
Mcgonagall;Right. Now, today, we will be transforming animals into water goblets.;['right', 'now', 'today', 'we', 'will', 'be', 'transforming', 'animals', 'into', 'water', 'goblets'];['right', 'now', 'today', 'we', 'will', 'be', 'transforming', 'animal', 'into', 'water', 'goblet'];['right', 'today', 'transforming', 'animal', 'water', 'goblet']
Mcgonagall;Like so.;['like', 'so'];['like', 'so'];['like']
Mcgonagall;One, two, three. Vera Verto.;['one', 'two', 'three', 'vera', 'verto'];['one', 'two', 'three', 'vera', 'verto'];['one', 'two', 'three', 'vera', 'verto']
Mcgonagall;Now it's your turn.;['now', 'it', 'your', 'turn'];['now', 'it', 'your', 'turn'];['turn']
Mcgonagall;Who would like to go first?;['who', 'would', 'like', 'to', 'go', 'first'];['who', 'would', 'like', 'to', 'go', 'first'];['would', 'like', 'first']
Mcgonagall;Ahh , Mr. Weasley.;['ahh', 'weasley'];['ahh', 'weasley'];['ahh', 'weasley']
Mcgonagall;One, two, three. Vera Verto.;['one', 'two', 'three', 'vera', 'verto'];['one', 'two', 'three', 'vera', 'verto'];['one', 'two', 'three', 'vera', 'verto']
Ron;Vera Verto!;['vera', 'verto'];['vera', 'verto'];['vera', 'verto']
Mcgonagall;That wand needs replacing, Mr. Weasley.;['that', 'wand', 'needs', 'replacing', 'weasley'];['that', 'wand', 'need', 'replacing', 'weasley'];['wand', 'need', 'replacing', 'weasley']
Mcgonagall;Yes, Miss Granger?;['yes', 'miss', 'granger'];['yes', 'miss', 'granger'];['miss', 'granger']
Hermione;Professor I was wondering if you could tell us about the Chamber of Secrets.;['professor', 'i', 'was', 'wondering', 'if', 'you', 'could', 'tell', 'us', 'about', 'the', 'chamber', 'of', 'secrets'];['professor', 'i', 'wa', 'wondering', 'if', 'you', 'could', 'tell', 'u', 'about', 'the', 'chamber', 'of', 'secret'];['professor', 'wondering', 'could', 'tell', 'u', 'chamber', 'secret']
Mcgonagall;Very well.;['very', 'well'];['very', 'well'];['well']
Mcgonagall;You all know, of course that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age:;['you', 'all', 'know', 'of', 'course', 'that', 'hogwarts', 'was', 'founded', 'over', 'a', 'thousand', 'years', 'ago', 'by', 'the', 'four', 'greatest', 'witches', 'and', 'wizards', 'of', 'the', 'age'];['you', 'all', 'know', 'of', 'course', 'that', 'hogwarts', 'wa', 'founded', 'over', 'a', 'thousand', 'year', 'ago', 'by', 'the', 'four', 'greatest', 'witch', 'and', 'wizard', 'of', 'the', 'age'];['course', 'hogwarts', 'founded', 'thousand', 'year', 'ago', 'four', 'greatest', 'witch', 'wizard', 'age']
Mcgonagall;Godric Gryffindor,;['godric', 'gryffindor'];['godric', 'gryffindor'];['godric', 'gryffindor']
Mcgonagall;Helga Hufflepuff...;['helga', 'hufflepuff'];['helga', 'hufflepuff'];['helga', 'hufflepuff']
Mcgonagall;Rowena Ravenclaw;['rowena', 'ravenclaw'];['rowena', 'ravenclaw'];['rowena', 'ravenclaw']
Mcgonagall;Salazar Slytherin.;['salazar', 'slytherin'];['salazar', 'slytherin'];['salazar', 'slytherin']
Mcgonagall;Now, three of the founders coexisted quite harmoniously.;['now', 'three', 'of', 'the', 'founders', 'coexisted', 'quite', 'harmoniously'];['now', 'three', 'of', 'the', 'founder', 'coexisted', 'quite', 'harmoniously'];['three', 'founder', 'coexisted', 'quite', 'harmoniously']
Mcgonagall;One did not.;['one', 'did', 'not'];['one', 'did', 'not'];['one']
Ron;Three guesses who.;['three', 'guesses', 'who'];['three', 'guess', 'who'];['three', 'guess']
Mcgonagall;Salazar Slytherin wished to be more selective about the students admitted to Hogwarts.;['salazar', 'slytherin', 'wished', 'to', 'be', 'more', 'selective', 'about', 'the', 'students', 'admitted', 'to', 'hogwarts'];['salazar', 'slytherin', 'wished', 'to', 'be', 'more', 'selective', 'about', 'the', 'student', 'admitted', 'to', 'hogwarts'];['salazar', 'slytherin', 'wished', 'selective', 'student', 'admitted', 'hogwarts']
Mcgonagall;He believed magical learning should be kept within all-magic families.;['he', 'believed', 'magical', 'learning', 'should', 'be', 'kept', 'within', 'families'];['he', 'believed', 'magical', 'learning', 'should', 'be', 'kept', 'within', 'family'];['believed', 'magical', 'learning', 'kept', 'within', 'family']
Mcgonagall;In other words, pure-bloods.;['in', 'other', 'words'];['in', 'other', 'word'];['word']
Mcgonagall;Unable to sway the others, he decided to leave the school.;['unable', 'to', 'sway', 'the', 'others', 'he', 'decided', 'to', 'leave', 'the', 'school'];['unable', 'to', 'sway', 'the', 'others', 'he', 'decided', 'to', 'leave', 'the', 'school'];['unable', 'sway', 'others', 'decided', 'leave', 'school']
Mcgonagall;Now, according to legend Slytherin had built a hidden chamber in this castle known as the Chamber of Secrets.;['now', 'according', 'to', 'legend', 'slytherin', 'had', 'built', 'a', 'hidden', 'chamber', 'in', 'this', 'castle', 'known', 'as', 'the', 'chamber', 'of', 'secrets'];['now', 'according', 'to', 'legend', 'slytherin', 'had', 'built', 'a', 'hidden', 'chamber', 'in', 'this', 'castle', 'known', 'a', 'the', 'chamber', 'of', 'secret'];['according', 'legend', 'slytherin', 'built', 'hidden', 'chamber', 'castle', 'known', 'chamber', 'secret']
Mcgonagall;Though, shortly before departing, he sealed it until that time when his own true Heir returned to the school.;['though', 'shortly', 'before', 'departing', 'he', 'sealed', 'it', 'until', 'that', 'time', 'when', 'his', 'own', 'true', 'heir', 'returned', 'to', 'the', 'school'];['though', 'shortly', 'before', 'departing', 'he', 'sealed', 'it', 'until', 'that', 'time', 'when', 'his', 'own', 'true', 'heir', 'returned', 'to', 'the', 'school'];['though', 'shortly', 'departing', 'sealed', 'time', 'true', 'heir', 'returned', 'school']
Mcgonagall;The Heir alone would be able to open the Chamber and unleash the horror within, and by so doing purge the school of all those who in Slytherin's view, were unworthy to study magic.;['the', 'heir', 'alone', 'would', 'be', 'able', 'to', 'open', 'the', 'chamber', 'and', 'unleash', 'the', 'horror', 'within', 'and', 'by', 'so', 'doing', 'purge', 'the', 'school', 'of', 'all', 'those', 'who', 'in', 'slytherin', 'view', 'were', 'unworthy', 'to', 'study', 'magic'];['the', 'heir', 'alone', 'would', 'be', 'able', 'to', 'open', 'the', 'chamber', 'and', 'unleash', 'the', 'horror', 'within', 'and', 'by', 'so', 'doing', 'purge', 'the', 'school', 'of', 'all', 'those', 'who', 'in', 'slytherin', 'view', 'were', 'unworthy', 'to', 'study', 'magic'];['heir', 'alone', 'would', 'able', 'open', 'chamber', 'unleash', 'horror', 'within', 'purge', 'school', 'slytherin', 'view', 'unworthy', 'study', 'magic']
Hermione;Muggle-borns.;[];[];[]
Mcgonagall;Well , Naturally, the school has been searched many times.;['well', 'naturally', 'the', 'school', 'has', 'been', 'searched', 'many', 'times'];['well', 'naturally', 'the', 'school', 'ha', 'been', 'searched', 'many', 'time'];['well', 'naturally', 'school', 'searched', 'many', 'time']
Mcgonagall;No such chamber has been found.;['no', 'such', 'chamber', 'has', 'been', 'found'];['no', 'such', 'chamber', 'ha', 'been', 'found'];['chamber', 'found']
Hermione;Professor? What exactly does legend tell us lies within the Chamber?;['professor', 'what', 'exactly', 'does', 'legend', 'tell', 'us', 'lies', 'within', 'the', 'chamber'];['professor', 'what', 'exactly', 'doe', 'legend', 'tell', 'u', 'lie', 'within', 'the', 'chamber'];['professor', 'exactly', 'doe', 'legend', 'tell', 'u', 'lie', 'within', 'chamber']
Mcgonagall;The Chamber is said to be home to something that only the Heir of Slytherin can control.;['the', 'chamber', 'is', 'said', 'to', 'be', 'home', 'to', 'something', 'that', 'only', 'the', 'heir', 'of', 'slytherin', 'can', 'control'];['the', 'chamber', 'is', 'said', 'to', 'be', 'home', 'to', 'something', 'that', 'only', 'the', 'heir', 'of', 'slytherin', 'can', 'control'];['chamber', 'said', 'home', 'something', 'heir', 'slytherin', 'control']
Mcgonagall;It is said to be the home of a monster.;['it', 'is', 'said', 'to', 'be', 'the', 'home', 'of', 'a', 'monster'];['it', 'is', 'said', 'to', 'be', 'the', 'home', 'of', 'a', 'monster'];['said', 'home', 'monster']
Ron;Do you think it's true?;['do', 'you', 'think', 'it', 'true'];['do', 'you', 'think', 'it', 'true'];['think', 'true']
Ron; Do you think there really is a Chamber of Secrets?;['do', 'you', 'think', 'there', 'really', 'is', 'a', 'chamber', 'of', 'secrets'];['do', 'you', 'think', 'there', 'really', 'is', 'a', 'chamber', 'of', 'secret'];['think', 'really', 'chamber', 'secret']
Hermione;Yes. Couldn't you tell? ;['yes', 'could', 'you', 'tell'];['yes', 'could', 'you', 'tell'];['could', 'tell']
Hermione;McGonagall's worried. ;['mcgonagall', 'worried'];['mcgonagall', 'worried'];['mcgonagall', 'worried']
Hermione;All the teachers are.;['all', 'the', 'teachers', 'are'];['all', 'the', 'teacher', 'are'];['teacher']
Harry;If there really is a Chamber of Secrets, and it has been opened, that means... ;['if', 'there', 'really', 'is', 'a', 'chamber', 'of', 'secrets', 'and', 'it', 'has', 'been', 'opened', 'that', 'means'];['if', 'there', 'really', 'is', 'a', 'chamber', 'of', 'secret', 'and', 'it', 'ha', 'been', 'opened', 'that', 'mean'];['really', 'chamber', 'secret', 'opened', 'mean']
Hermione;The Heir of Slytherin has returned to Hogwarts. ;['the', 'heir', 'of', 'slytherin', 'has', 'returned', 'to', 'hogwarts'];['the', 'heir', 'of', 'slytherin', 'ha', 'returned', 'to', 'hogwarts'];['heir', 'slytherin', 'returned', 'hogwarts']
Hermione;The question is, who is it?;['the', 'question', 'is', 'who', 'is', 'it'];['the', 'question', 'is', 'who', 'is', 'it'];['question']
Ron;Let's think. ;['let', 'think'];['let', 'think'];['let', 'think']
Ron;Who do we know who thinks all Muggle-borns are scum?;['who', 'do', 'we', 'know', 'who', 'thinks', 'all', 'are', 'scum'];['who', 'do', 'we', 'know', 'who', 'think', 'all', 'are', 'scum'];['think', 'scum']
Hermione;If you're talking about Malfoy...;['if', 'you', 'talking', 'about', 'malfoy'];['if', 'you', 'talking', 'about', 'malfoy'];['talking', 'malfoy']
Ron;Of course. You heard him.;['of', 'course', 'you', 'heard', 'him'];['of', 'course', 'you', 'heard', 'him'];['course', 'heard']
Ron;You'll be next, Mudbloods.;['you', 'be', 'next', 'mudbloods'];['you', 'be', 'next', 'mudbloods'];['next', 'mudbloods']
Hermione;I heard him.;['i', 'heard', 'him'];['i', 'heard', 'him'];['heard']
Hermione;But Malfoy, the Heir of Slytherin?;['but', 'malfoy', 'the', 'heir', 'of', 'slytherin'];['but', 'malfoy', 'the', 'heir', 'of', 'slytherin'];['malfoy', 'heir', 'slytherin']
Harry;Maybe Ron's right, Hermione.;['maybe', 'ron', 'right', 'hermione'];['maybe', 'ron', 'right', 'hermione'];['maybe', 'ron', 'right', 'hermione']
Harry;I mean, look at his family.;['i', 'mean', 'look', 'at', 'his', 'family'];['i', 'mean', 'look', 'at', 'his', 'family'];['mean', 'look', 'family']
Harry;The whole lot of them have been in Slytherin for centuries.;['the', 'whole', 'lot', 'of', 'them', 'have', 'been', 'in', 'slytherin', 'for', 'centuries'];['the', 'whole', 'lot', 'of', 'them', 'have', 'been', 'in', 'slytherin', 'for', 'century'];['whole', 'lot', 'slytherin', 'century']
Ron;Crabbe and Goyle must know.;['crabbe', 'and', 'goyle', 'must', 'know'];['crabbe', 'and', 'goyle', 'must', 'know'];['crabbe', 'goyle', 'must']
Ron;Maybe we could trick them into telling.;['maybe', 'we', 'could', 'trick', 'them', 'into', 'telling'];['maybe', 'we', 'could', 'trick', 'them', 'into', 'telling'];['maybe', 'could', 'trick', 'telling']
Hermione;Even they aren't that thick.;['even', 'they', 'are', 'that', 'thick'];['even', 'they', 'are', 'that', 'thick'];['even', 'thick']
Hermione;But there might be another way.;['but', 'there', 'might', 'be', 'another', 'way'];['but', 'there', 'might', 'be', 'another', 'way'];['might', 'another', 'way']
Hermione;Mind you, it would be difficult.;['mind', 'you', 'it', 'would', 'be', 'difficult'];['mind', 'you', 'it', 'would', 'be', 'difficult'];['mind', 'would', 'difficult']
Hermione;Not to mention we'd be breaking about 50 school rules...;['not', 'to', 'mention', 'we', 'be', 'breaking', 'about', 'school', 'rules'];['not', 'to', 'mention', 'we', 'be', 'breaking', 'about', 'school', 'rule'];['mention', 'breaking', 'school', 'rule']
Hermione;and it'll be dangerous.;['and', 'it', 'be', 'dangerous'];['and', 'it', 'be', 'dangerous'];['dangerous']
Hermione;Very dangerous.;['very', 'dangerous'];['very', 'dangerous'];['dangerous']
Hermione;Here it is.;['here', 'it', 'is'];['here', 'it', 'is'];[]
Hermione;The Polyjuice Potion.;['the', 'polyjuice', 'potion'];['the', 'polyjuice', 'potion'];['polyjuice', 'potion']
Hermione;Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another.;['properly', 'brewed', 'the', 'polyjuice', 'potion', 'allows', 'the', 'drinker', 'to', 'transform', 'himself', 'temporarily', 'into', 'the', 'physical', 'form', 'of', 'another'];['properly', 'brewed', 'the', 'polyjuice', 'potion', 'allows', 'the', 'drinker', 'to', 'transform', 'himself', 'temporarily', 'into', 'the', 'physical', 'form', 'of', 'another'];['properly', 'brewed', 'polyjuice', 'potion', 'allows', 'drinker', 'transform', 'temporarily', 'physical', 'form', 'another']
Ron;You mean if Harry and I drink that stuff, we'll turn into Crabbe and Goyle?;['you', 'mean', 'if', 'harry', 'and', 'i', 'drink', 'that', 'stuff', 'we', 'turn', 'into', 'crabbe', 'and', 'goyle'];['you', 'mean', 'if', 'harry', 'and', 'i', 'drink', 'that', 'stuff', 'we', 'turn', 'into', 'crabbe', 'and', 'goyle'];['mean', 'harry', 'drink', 'stuff', 'turn', 'crabbe', 'goyle']
Hermione;Yes ;['yes'];['yes'];[]
Ron;Wicked! Malfoy will tell us anything.;['wicked', 'malfoy', 'will', 'tell', 'us', 'anything'];['wicked', 'malfoy', 'will', 'tell', 'u', 'anything'];['wicked', 'malfoy', 'tell', 'u', 'anything']
Hermione;Exactly.;['exactly'];['exactly'];['exactly']
Hermione;But it's tricky. ;['but', 'it', 'tricky'];['but', 'it', 'tricky'];['tricky']
